Category,Rating,Reviews,Content Rating,Size_in_bytes,Numeric_installs
HOUSE_AND_HOME,3.8,491,Everyone,150000000.0,100000
LIFESTYLE,4.7,2225,Everyone,150000000.0,100000
EDUCATION,4.2,3241,Everyone,160000000.0,100000
FOOD_AND_DRINK,4.5,454,Everyone,160000000.0,100000
FOOD_AND_DRINK,4.0,1077,Everyone,170000000.0,100000
EDUCATION,4.3,423,Everyone,210000000.0,100000
LIBRARIES_AND_DEMO,4.5,1703,Everyone,220000000.0,100000
AUTO_AND_VEHICLES,4.2,367,Everyone,250000000.0,100000
DATING,3.8,5164,Mature 17+,250000000.0,100000
DATING,3.8,5164,Mature 17+,250000000.0,100000
DATING,3.8,5168,Mature 17+,250000000.0,100000
HOUSE_AND_HOME,4.0,4281,Everyone,270000000.0,100000
BUSINESS,4.6,822,Everyone,31000000.0,100000
BOOKS_AND_REFERENCE,4.4,1322,Everyone,35000000.0,100000
BOOKS_AND_REFERENCE,3.4,1680,Everyone,40000000.0,100000
DATING,4.1,2212,Mature 17+,410000000.0,100000
DATING,4.1,2212,Mature 17+,410000000.0,100000
AUTO_AND_VEHICLES,4.3,138,Everyone,54000000.0,100000
ART_AND_DESIGN,4.1,203,Everyone,61000000.0,100000
BEAUTY,4.0,364,Everyone,64000000.0,100000
LIBRARIES_AND_DEMO,4.3,1465,Everyone,70000000.0,100000
COMICS,3.2,1446,Mature 17+,71000000.0,100000
BUSINESS,4.7,4162,Everyone,75000000.0,100000
FOOD_AND_DRINK,4.7,2707,Everyone,89000000.0,100000
ART_AND_DESIGN,4.2,1120,Everyone,92000000.0,100000
EVENTS,4.0,3782,Everyone,95000000.0,100000
LIBRARIES_AND_DEMO,4.5,399,Everyone,95000000.0,100000
DATING,3.0,2,Mature 17+,160000000.0,100
DATING,4.7,6,Mature 17+,49000000.0,100
DATING,4.7,6,Mature 17+,49000000.0,100
DATING,5.0,6,Mature 17+,50000000.0,100
DATING,5.0,5,Mature 17+,50000000.0,100
DATING,4.3,6,Mature 17+,90000000.0,100
GAME,4.5,531458,Everyone,1000000000.0,5000000
COMMUNICATION,4.2,104990,Everyone,100000000.0,5000000
FINANCE,4.0,48445,Everyone,100000000.0,5000000
BUSINESS,4.0,8941,Everyone,120000000.0,5000000
COMICS,3.2,93965,Teen,150000000.0,5000000
HEALTH_AND_FITNESS,4.5,121838,Everyone,150000000.0,5000000
ENTERTAINMENT,4.6,50725,Everyone,190000000.0,5000000
BUSINESS,4.3,29313,Everyone,200000000.0,5000000
BUSINESS,4.3,29313,Everyone,200000000.0,5000000
COMMUNICATION,4.2,33053,Everyone,220000000.0,5000000
GAME,4.3,18985,Everyone,230000000.0,5000000
COMMUNICATION,4.6,191032,Everyone,260000000.0,5000000
HEALTH_AND_FITNESS,4.5,60096,Teen,270000000.0,5000000
LIFESTYLE,4.4,39364,Everyone,280000000.0,5000000
AUTO_AND_VEHICLES,4.8,116986,Everyone,350000000.0,5000000
ART_AND_DESIGN,4.3,194216,Everyone,390000000.0,5000000
COMMUNICATION,4.2,88427,Everyone,51000000.0,5000000
ENTERTAINMENT,4.2,10291,Teen,65000000.0,5000000
AUTO_AND_VEHICLES,4.2,52530,Everyone,70000000.0,5000000
HOUSE_AND_HOME,4.1,65913,Everyone,77000000.0,5000000
HEALTH_AND_FITNESS,4.6,109756,Everyone,780000000.0,5000000
ART_AND_DESIGN,4.7,87510,Everyone,87000000.0,5000000
BEAUTY,4.3,18,Everyone,32000000.0,5000
COMICS,3.3,125,Teen,47000000.0,5000
DATING,4.8,125,Mature 17+,47000000.0,5000
DATING,4.8,125,Mature 17+,47000000.0,5000
DATING,4.9,776,Mature 17+,49000000.0,5000
GAME,4.5,946926,Everyone,570000000.0,50000000
GAME,4.5,946926,Everyone,570000000.0,50000000
BUSINESS,4.1,308,Everyone,140000000.0,50000
ART_AND_DESIGN,3.8,178,Everyone,190000000.0,50000
COMICS,4.4,1006,Everyone,190000000.0,50000
LIFESTYLE,4.2,894,Everyone,250000000.0,50000
DATING,3.9,742,Mature 17+,260000000.0,50000
EVENTS,3.7,100,Everyone,270000000.0,50000
DATING,4.8,5323,Mature 17+,35000000.0,50000
BEAUTY,4.1,187,Teen,300000000.0,50000
BEAUTY,4.4,75,Everyone,42000000.0,50000
BEAUTY,4.7,257,Everyone,46000000.0,50000
HEALTH_AND_FITNESS,4.6,623,Everyone 10+,400000000.0,50000
HOUSE_AND_HOME,4.3,273,Everyone,70000000.0,50000
HEALTH_AND_FITNESS,3.5,217,Teen,94000000.0,50000
HEALTH_AND_FITNESS,3.5,217,Teen,94000000.0,50000
LIBRARIES_AND_DEMO,4.3,411,Everyone,950000000.0,50000
LIBRARIES_AND_DEMO,4.6,539,Everyone,990000000.0,50000
ART_AND_DESIGN,3.9,967,Everyone,140000000.0,500000
BOOKS_AND_REFERENCE,4.6,4620,Everyone,190000000.0,500000
DATING,2.5,5377,Mature 17+,190000000.0,500000
DATING,2.5,5377,Mature 17+,190000000.0,500000
AUTO_AND_VEHICLES,4.4,2680,Everyone,22000000.0,500000
BEAUTY,3.9,1739,Everyone,210000000.0,500000
BEAUTY,3.9,2277,Everyone,220000000.0,500000
LIBRARIES_AND_DEMO,4.4,7396,Everyone,220000000.0,500000
HEALTH_AND_FITNESS,4.0,2894,Everyone 10+,230000000.0,500000
LIFESTYLE,4.7,20304,Everyone,240000000.0,500000
LIFESTYLE,4.7,20304,Everyone,240000000.0,500000
ART_AND_DESIGN,4.7,20260,Everyone,250000000.0,500000
COMICS,4.7,2249,Everyone,320000000.0,500000
ART_AND_DESIGN,4.7,7699,Everyone 10+,42000000.0,500000
DATING,4.1,17268,Mature 17+,400000000.0,500000
DATING,4.1,17268,Mature 17+,400000000.0,500000
HEALTH_AND_FITNESS,4.5,7976,Everyone,440000000.0,500000
BUSINESS,4.6,4159,Everyone,480000000.0,500000
BUSINESS,4.6,4159,Everyone,480000000.0,500000
DATING,4.0,13440,Mature 17+,490000000.0,500000
EDUCATION,4.8,4075,Everyone,51000000.0,500000
HEALTH_AND_FITNESS,4.4,465,Everyone,64000000.0,500000
HEALTH_AND_FITNESS,4.1,2681,Everyone,65000000.0,500000
BOOKS_AND_REFERENCE,4.7,967,Everyone,67000000.0,500000
BOOKS_AND_REFERENCE,4.5,26875,Everyone,730000000.0,500000
DATING,4.4,41605,Mature 17+,81000000.0,500000
FOOD_AND_DRINK,3.8,3320,Everyone,84000000.0,500000
HEALTH_AND_FITNESS,4.5,14394,Everyone,99000000.0,500000
DATING,4.4,28,Everyone,34000000.0,500
DATING,4.4,28,Everyone,34000000.0,500
DATING,4.8,20,Mature 17+,49000000.0,500
DATING,4.7,18,Mature 17+,50000000.0,500
DATING,3.0,1,Mature 17+,55000000.0,500
DATING,5.0,5,Teen,93000000.0,500
GAME,4.5,27722264,Everyone 10+,760000000.0,1000000000
GAME,4.5,27723193,Everyone 10+,760000000.0,1000000000
GAME,4.5,27724094,Everyone 10+,760000000.0,1000000000
EDUCATION,4.6,32381,Everyone 10+,100000000.0,1000000
EDUCATION,4.6,32380,Everyone 10+,100000000.0,1000000
FINANCE,4.2,6148,Everyone,100000000.0,1000000
FINANCE,4.3,25166,Everyone,110000000.0,1000000
HEALTH_AND_FITNESS,4.7,50294,Everyone,110000000.0,1000000
EVENTS,4.0,20611,Teen,120000000.0,1000000
DATING,3.5,1972,Mature 17+,130000000.0,1000000
EDUCATION,4.1,16103,Everyone,130000000.0,1000000
ENTERTAINMENT,4.5,12216,Teen,130000000.0,1000000
FOOD_AND_DRINK,4.6,32997,Everyone,130000000.0,1000000
HEALTH_AND_FITNESS,4.3,4848,Everyone,130000000.0,1000000
LIFESTYLE,4.5,7457,Teen,130000000.0,1000000
LIFESTYLE,4.1,49147,Everyone,130000000.0,1000000
BEAUTY,4.9,49790,Everyone,140000000.0,1000000
BUSINESS,4.1,6903,Everyone,140000000.0,1000000
EDUCATION,4.3,55704,Everyone,150000000.0,1000000
ENTERTAINMENT,4.4,37000,Mature 17+,150000000.0,1000000
BUSINESS,3.9,45964,Everyone,160000000.0,1000000
BOOKS_AND_REFERENCE,4.3,17506,Everyone,170000000.0,1000000
EDUCATION,4.2,8599,Everyone,170000000.0,1000000
EDUCATION,4.2,8599,Everyone,170000000.0,1000000
ENTERTAINMENT,4.5,23063,Everyone,170000000.0,1000000
COMMUNICATION,3.6,20769,Everyone,180000000.0,1000000
EDUCATION,4.5,10852,Everyone,180000000.0,1000000
HEALTH_AND_FITNESS,4.6,24094,Everyone,180000000.0,1000000
HEALTH_AND_FITNESS,4.6,24094,Everyone,180000000.0,1000000
HOUSE_AND_HOME,4.0,6000,Everyone,180000000.0,1000000
BOOKS_AND_REFERENCE,3.3,1862,Everyone,190000000.0,1000000
BUSINESS,4.2,46505,Everyone,190000000.0,1000000
BUSINESS,4.2,46505,Everyone,190000000.0,1000000
LIFESTYLE,3.9,7376,Everyone,190000000.0,1000000
FINANCE,4.7,167168,Everyone,200000000.0,1000000
BOOKS_AND_REFERENCE,4.8,47303,Everyone,210000000.0,1000000
DATING,4.4,222888,Mature 17+,210000000.0,1000000
DATING,4.4,222888,Mature 17+,210000000.0,1000000
FINANCE,4.4,42809,Everyone,230000000.0,1000000
FINANCE,4.3,14627,Everyone,230000000.0,1000000
LIFESTYLE,4.4,3829,Everyone,230000000.0,1000000
COMICS,4.7,57106,Teen,270000000.0,1000000
ART_AND_DESIGN,4.4,13880,Everyone,280000000.0,1000000
BUSINESS,4.2,16422,Everyone,280000000.0,1000000
BUSINESS,4.2,16422,Everyone,280000000.0,1000000
HEALTH_AND_FITNESS,4.6,20326,Teen,280000000.0,1000000
DATING,4.4,12632,Mature 17+,290000000.0,1000000
DATING,4.4,12632,Mature 17+,290000000.0,1000000
DATING,4.4,12633,Mature 17+,290000000.0,1000000
LIFESTYLE,4.2,10944,Everyone,360000000.0,1000000
EDUCATION,4.6,56065,Everyone,370000000.0,1000000
AUTO_AND_VEHICLES,4.9,197136,Everyone,380000000.0,1000000
DATING,4.1,15081,Mature 17+,380000000.0,1000000
FINANCE,4.1,15192,Everyone,380000000.0,1000000
FINANCE,4.5,64959,Everyone,390000000.0,1000000
FOOD_AND_DRINK,3.6,14952,Everyone,390000000.0,1000000
FINANCE,4.4,43313,Everyone,400000000.0,1000000
BUSINESS,4.3,23175,Everyone,410000000.0,1000000
BUSINESS,4.3,23175,Everyone,410000000.0,1000000
BUSINESS,4.3,23175,Everyone,410000000.0,1000000
HEALTH_AND_FITNESS,4.4,57634,Everyone,410000000.0,1000000
COMMUNICATION,4.6,183374,Everyone,440000000.0,1000000
DATING,4.3,37053,Mature 17+,440000000.0,1000000
LIFESTYLE,4.5,10544,Everyone,440000000.0,1000000
FINANCE,3.6,10697,Everyone,460000000.0,1000000
EDUCATION,4.6,37862,Everyone,54000000.0,1000000
EDUCATION,4.6,37862,Everyone,54000000.0,1000000
HEALTH_AND_FITNESS,4.4,20547,Everyone,57000000.0,1000000
HEALTH_AND_FITNESS,4.4,20547,Everyone,57000000.0,1000000
GAME,4.1,15763,Everyone,540000000.0,1000000
AUTO_AND_VEHICLES,4.0,1598,Everyone,560000000.0,1000000
HEALTH_AND_FITNESS,4.5,27393,Mature 17+,590000000.0,1000000
HEALTH_AND_FITNESS,4.5,27396,Mature 17+,590000000.0,1000000
HEALTH_AND_FITNESS,4.5,27396,Mature 17+,590000000.0,1000000
DATING,3.5,13202,Mature 17+,61000000.0,1000000
DATING,3.5,13204,Mature 17+,61000000.0,1000000
HEALTH_AND_FITNESS,4.7,15674,Everyone,61000000.0,1000000
EDUCATION,4.6,75112,Everyone,65000000.0,1000000
HEALTH_AND_FITNESS,4.8,31139,Everyone,69000000.0,1000000
GAME,4.6,48256,Everyone,620000000.0,1000000
COMMUNICATION,4.1,20901,Everyone,73000000.0,1000000
AUTO_AND_VEHICLES,4.3,38846,Everyone,86000000.0,1000000
GAME,4.5,29940,Everyone,800000000.0,1000000
EDUCATION,4.4,56897,Everyone,970000000.0,1000000
EDUCATION,4.7,21,Everyone,440000000.0,1000
EVENTS,4.8,28,Everyone,63000000.0,1000
DATING,4.5,212626,Mature 17+,110000000.0,10000000
DATING,4.5,212626,Mature 17+,110000000.0,10000000
ENTERTAINMENT,4.3,296771,Teen,110000000.0,10000000
ENTERTAINMENT,4.3,296829,Teen,110000000.0,10000000
ENTERTAINMENT,4.3,296771,Teen,110000000.0,10000000
ENTERTAINMENT,3.8,92058,Teen,120000000.0,10000000
ENTERTAINMENT,3.8,92058,Teen,120000000.0,10000000
ENTERTAINMENT,4.5,235496,Everyone,130000000.0,10000000
BUSINESS,4.5,103755,Everyone,140000000.0,10000000
BUSINESS,4.5,103755,Everyone,140000000.0,10000000
DATING,4.1,285726,Mature 17+,150000000.0,10000000
DATING,4.1,285726,Mature 17+,150000000.0,10000000
COMMUNICATION,4.3,125257,Teen,170000000.0,10000000
BUSINESS,4.4,62272,Everyone,180000000.0,10000000
EDUCATION,4.6,181893,Everyone 10+,180000000.0,10000000
EDUCATION,4.6,181893,Everyone 10+,180000000.0,10000000
EDUCATION,4.6,181893,Everyone 10+,180000000.0,10000000
ART_AND_DESIGN,4.2,44829,Teen,200000000.0,10000000
COMMUNICATION,4.4,483565,Everyone,200000000.0,10000000
ENTERTAINMENT,4.5,736864,Teen,200000000.0,10000000
HEALTH_AND_FITNESS,4.8,570242,Everyone,200000000.0,10000000
DATING,4.2,243950,Mature 17+,210000000.0,10000000
GAME,4.7,254258,Everyone,230000000.0,10000000
ART_AND_DESIGN,4.7,174531,Everyone,240000000.0,10000000
HEALTH_AND_FITNESS,4.6,548021,Everyone,270000000.0,10000000
COMMUNICATION,4.4,552441,Everyone,290000000.0,10000000
FOOD_AND_DRINK,4.4,321134,Everyone,300000000.0,10000000
ART_AND_DESIGN,4.6,224399,Everyone,310000000.0,10000000
GAME,4.6,101686,Everyone,310000000.0,10000000
ENTERTAINMENT,3.8,87723,Teen,320000000.0,10000000
FINANCE,4.5,381788,Everyone,320000000.0,10000000
LIFESTYLE,4.3,95904,Everyone,330000000.0,10000000
LIFESTYLE,4.3,95905,Everyone,330000000.0,10000000
FINANCE,4.5,1336246,Everyone,390000000.0,10000000
LIFESTYLE,4.6,815893,Everyone,44000000.0,10000000
GAME,4.4,98123,Teen,400000000.0,10000000
GAME,4.3,118253,Teen,400000000.0,10000000
COMMUNICATION,3.9,13698,Everyone,51000000.0,10000000
LIBRARIES_AND_DEMO,4.2,130272,Everyone,500000000.0,10000000
EDUCATION,4.4,148550,Everyone,590000000.0,10000000
EDUCATION,4.4,148549,Everyone,590000000.0,10000000
HEALTH_AND_FITNESS,4.7,117925,Everyone,70000000.0,10000000
BOOKS_AND_REFERENCE,4.1,363934,Everyone,71000000.0,10000000
GAME,4.1,84911,Everyone,710000000.0,10000000
GAME,4.2,46416,Everyone,730000000.0,10000000
GAME,4.7,990491,Everyone,750000000.0,10000000
GAME,4.7,990586,Everyone,750000000.0,10000000
GAME,3.4,148177,Everyone,780000000.0,10000000
GAME,4.1,68057,Everyone,850000000.0,10000000
GAME,4.2,145353,Teen,850000000.0,10000000
GAME,4.8,230710,Everyone,870000000.0,10000000
GAME,4.8,230727,Everyone,870000000.0,10000000
GAME,4.8,230727,Everyone,870000000.0,10000000
COMICS,4.4,757,Teen,100000000.0,10000
ART_AND_DESIGN,4.2,26,Everyone,120000000.0,10000
DATING,2.9,53,Mature 17+,140000000.0,10000
DATING,3.7,101,Mature 17+,150000000.0,10000
BEAUTY,4.6,184,Everyone,210000000.0,10000
DATING,4.4,667,Mature 17+,270000000.0,10000
DATING,4.0,738,Mature 17+,270000000.0,10000
DATING,3.6,143,Mature 17+,270000000.0,10000
DATING,4.4,218,Mature 17+,270000000.0,10000
DATING,4.4,218,Mature 17+,270000000.0,10000
DATING,4.4,198,Mature 17+,280000000.0,10000
ART_AND_DESIGN,4.7,353,Teen,42000000.0,10000
HOUSE_AND_HOME,4.7,114,Teen,83000000.0,10000
GAME,4.5,6074334,Teen,1000000000.0,100000000
GAME,4.3,1295557,Everyone,110000000.0,100000000
GAME,4.3,1295606,Everyone,110000000.0,100000000
GAME,4.2,1497361,Everyone,330000000.0,100000000
GAME,4.2,1498648,Everyone,330000000.0,100000000
GAME,4.2,1499373,Everyone,330000000.0,100000000
BUSINESS,4.3,1002861,Everyone,350000000.0,100000000
BUSINESS,4.3,1002859,Everyone,350000000.0,100000000
GAME,4.5,1385093,Everyone,350000000.0,100000000
GAME,4.2,685981,Everyone,370000000.0,100000000
GAME,4.4,2610526,Everyone,460000000.0,100000000
GAME,4.4,2610622,Everyone,460000000.0,100000000
GAME,4.4,2123381,Everyone,490000000.0,100000000
ENTERTAINMENT,3.7,1828284,Everyone,520000000.0,100000000
GAME,4.5,5387639,Everyone,530000000.0,100000000
ENTERTAINMENT,4.3,1633682,Everyone,570000000.0,100000000
GAME,4.5,4447388,Everyone 10+,670000000.0,100000000
GAME,4.4,6198563,Everyone,670000000.0,100000000
GAME,4.5,4447346,Everyone 10+,670000000.0,100000000
GAME,4.4,6198880,Everyone,670000000.0,100000000
GAME,4.5,4448791,Everyone 10+,670000000.0,100000000
GAME,4.4,4066989,Everyone 10+,690000000.0,100000000
GAME,4.4,4066980,Everyone 10+,690000000.0,100000000
GAME,4.5,3778921,Everyone,750000000.0,100000000
GAME,4.6,2698348,Everyone,780000000.0,100000000
GAME,4.5,6427773,Everyone,950000000.0,100000000
GAME,4.6,23133508,Everyone 10+,970000000.0,100000000
GAME,4.4,5566669,Everyone,970000000.0,100000000
GAME,4.6,23134775,Everyone 10+,970000000.0,100000000
GAME,4.4,5566805,Everyone,970000000.0,100000000
GAME,4.6,44891723,Everyone 10+,980000000.0,100000000
GAME,4.6,44891723,Everyone 10+,980000000.0,100000000
GAME,4.5,9881829,Everyone,990000000.0,100000000
GAME,4.5,9881908,Everyone,990000000.0,100000000
ART_AND_DESIGN,3.8,2206,Everyone,12000000.0,100000
ART_AND_DESIGN,4.2,1015,Everyone,110000000.0,100000
EDUCATION,4.5,756,Everyone,120000000.0,100000
ENTERTAINMENT,4.3,1511,Everyone,120000000.0,100000
ART_AND_DESIGN,4.0,450,Everyone,140000000.0,100000
DATING,3.5,894,Mature 17+,140000000.0,100000
HEALTH_AND_FITNESS,4.4,11506,Everyone,150000000.0,100000
HEALTH_AND_FITNESS,4.4,11506,Everyone,150000000.0,100000
COMMUNICATION,4.4,2939,Everyone,170000000.0,100000
AUTO_AND_VEHICLES,4.5,994,Everyone,29000000.0,100000
FINANCE,4.5,8188,Everyone,220000000.0,100000
FINANCE,4.5,8188,Everyone,220000000.0,100000
FOOD_AND_DRINK,4.4,1962,Everyone,220000000.0,100000
BUSINESS,4.4,1225,Everyone,250000000.0,100000
ART_AND_DESIGN,4.6,1070,Everyone,260000000.0,100000
DATING,3.9,852,Mature 17+,270000000.0,100000
DATING,3.9,853,Mature 17+,270000000.0,100000
DATING,4.1,535,Mature 17+,280000000.0,100000
DATING,4.1,537,Mature 17+,280000000.0,100000
EDUCATION,4.3,1516,Everyone,39000000.0,100000
AUTO_AND_VEHICLES,4.3,542,Everyone,330000000.0,100000
AUTO_AND_VEHICLES,3.9,129,Everyone,350000000.0,100000
DATING,4.2,5152,Mature 17+,380000000.0,100000
BOOKS_AND_REFERENCE,4.5,418,Everyone,42000000.0,100000
COMICS,4.7,1677,Everyone,400000000.0,100000
HEALTH_AND_FITNESS,4.6,4642,Everyone,400000000.0,100000
FOOD_AND_DRINK,3.7,731,Everyone,430000000.0,100000
DATING,4.1,923,Mature 17+,440000000.0,100000
HEALTH_AND_FITNESS,4.5,644,Everyone,55000000.0,100000
DATING,2.5,277,Mature 17+,57000000.0,100000
ENTERTAINMENT,4.6,3771,Mature 17+,530000000.0,100000
AUTO_AND_VEHICLES,4.2,129,Everyone,540000000.0,100000
DATING,4.1,2556,Mature 17+,560000000.0,100000
DATING,4.1,2556,Mature 17+,560000000.0,100000
DATING,4.1,2560,Mature 17+,560000000.0,100000
AUTO_AND_VEHICLES,3.8,284,Everyone,570000000.0,100000
EVENTS,4.4,663,Everyone,60000000.0,100000
COMICS,4.5,314,Everyone,61000000.0,100000
HEALTH_AND_FITNESS,4.7,2071,Everyone,69000000.0,100000
HEALTH_AND_FITNESS,4.6,2880,Everyone,71000000.0,100000
AUTO_AND_VEHICLES,4.5,3617,Everyone,79000000.0,100000
ART_AND_DESIGN,4.2,85,Everyone,80000000.0,100000
BUSINESS,4.5,3079,Everyone,85000000.0,100000
BUSINESS,4.5,3079,Everyone,85000000.0,100000
BUSINESS,4.6,5800,Everyone,86000000.0,100000
BUSINESS,4.6,5800,Everyone,86000000.0,100000
AUTO_AND_VEHICLES,4.5,737,Everyone,89000000.0,100000
EVENTS,4.4,464,Everyone,89000000.0,100000
EVENTS,4.5,1065,Everyone,90000000.0,100000
ART_AND_DESIGN,3.8,564,Everyone,92000000.0,100000
HEALTH_AND_FITNESS,4.5,706,Everyone,94000000.0,100000
DATING,4.2,5084,Mature 17+,96000000.0,100000
ENTERTAINMENT,4.2,2442,Teen,96000000.0,100000
BEAUTY,4.7,1150,Everyone,98000000.0,100000
HEALTH_AND_FITNESS,4.3,5499,Everyone,940000000.0,100000
DATING,5.0,3,Mature 17+,250000000.0,100
COMMUNICATION,4.4,93825,Everyone,110000000.0,5000000
DATING,4.5,61637,Mature 17+,110000000.0,5000000
DATING,4.5,61637,Mature 17+,110000000.0,5000000
FOOD_AND_DRINK,4.1,32405,Everyone,120000000.0,5000000
EDUCATION,4.6,172640,Everyone,140000000.0,5000000
COMMUNICATION,4.3,30209,Everyone,150000000.0,5000000
COMMUNICATION,4.5,205739,Everyone,170000000.0,5000000
ENTERTAINMENT,4.1,58028,Teen,170000000.0,5000000
FOOD_AND_DRINK,4.3,37517,Everyone,170000000.0,5000000
ENTERTAINMENT,4.2,32458,Everyone,180000000.0,5000000
EDUCATION,4.6,85375,Everyone,210000000.0,5000000
EDUCATION,4.6,85375,Everyone,210000000.0,5000000
EDUCATION,4.6,85375,Everyone,210000000.0,5000000
BOOKS_AND_REFERENCE,4.1,91615,Mature 17+,230000000.0,5000000
HEALTH_AND_FITNESS,4.4,70416,Everyone,230000000.0,5000000
GAME,4.7,141529,Everyone 10+,240000000.0,5000000
HOUSE_AND_HOME,4.4,23013,Everyone,260000000.0,5000000
EDUCATION,4.7,254519,Everyone,270000000.0,5000000
LIFESTYLE,4.1,78298,Everyone,290000000.0,5000000
HEALTH_AND_FITNESS,4.6,205299,Everyone,310000000.0,5000000
HEALTH_AND_FITNESS,4.6,205299,Everyone,310000000.0,5000000
LIFESTYLE,4.1,18968,Teen,320000000.0,5000000
GAME,4.2,70226,Everyone,380000000.0,5000000
EDUCATION,4.4,84309,Everyone,410000000.0,5000000
EDUCATION,4.4,84311,Everyone,410000000.0,5000000
DATING,3.1,31320,Mature 17+,530000000.0,5000000
BUSINESS,4.2,30847,Everyone,550000000.0,5000000
HEALTH_AND_FITNESS,4.2,270267,Everyone,580000000.0,5000000
HEALTH_AND_FITNESS,4.2,270294,Everyone,580000000.0,5000000
HEALTH_AND_FITNESS,4.2,270294,Everyone,580000000.0,5000000
EDUCATION,4.7,142632,Everyone,69000000.0,5000000
FINANCE,4.6,87951,Everyone,680000000.0,5000000
DATING,4.5,182986,Mature 17+,770000000.0,5000000
DATING,4.5,182986,Mature 17+,770000000.0,5000000
FINANCE,4.2,112656,Everyone,930000000.0,5000000
DATING,4.7,14,Mature 17+,210000000.0,5000
ENTERTAINMENT,4.2,411683,Teen,240000000.0,50000000
GAME,4.2,369203,Everyone,240000000.0,50000000
GAME,4.6,4578476,Everyone 10+,240000000.0,50000000
ENTERTAINMENT,4.2,613059,Everyone,250000000.0,50000000
GAME,4.2,422244,Teen,320000000.0,50000000
GAME,4.2,360630,Everyone,400000000.0,50000000
ENTERTAINMENT,4.2,702975,Everyone,490000000.0,50000000
COMICS,4.1,1010,Mature 17+,110000000.0,50000
FOOD_AND_DRINK,3.7,61,Everyone,110000000.0,50000
FOOD_AND_DRINK,4.8,1250,Everyone,130000000.0,50000
BUSINESS,4.2,296,Everyone,140000000.0,50000
BUSINESS,4.2,296,Everyone,140000000.0,50000
COMICS,3.9,834,Mature 17+,150000000.0,50000
ART_AND_DESIGN,4.7,118,Everyone,230000000.0,50000
EVENTS,4.5,2153,Everyone,59000000.0,50000
HEALTH_AND_FITNESS,4.6,199,Everyone,88000000.0,50000
GAME,4.4,22426677,Everyone,740000000.0,500000000
GAME,4.4,22428456,Everyone,740000000.0,500000000
GAME,4.4,22428456,Everyone,740000000.0,500000000
HOUSE_AND_HOME,4.6,2669,Teen,100000000.0,500000
FINANCE,4.4,5950,Everyone,120000000.0,500000
LIFESTYLE,4.1,6808,Teen,120000000.0,500000
LIFESTYLE,4.1,6808,Teen,120000000.0,500000
DATING,4.6,13046,Mature 17+,130000000.0,500000
DATING,3.9,8722,Mature 17+,130000000.0,500000
DATING,4.3,2430,Mature 17+,130000000.0,500000
